Site,Exposure,date,year,time,depth,transect,Family,Functional Group,species,length,number,a,b,Biomass,Total Biomass(kg)
North Reef,Sheltered,9/25/11,2011,15:00,shallow,2,Pomacentridae,Omnivore,pom.brac,7,1,0.028,3.024,10.06316293,0.010063163
North Reef,Sheltered,9/25/11,2011,15:00,shallow,2,Pomacentridae,Omnivore,pom.brac,7,1,0.028,3.024,10.06316293,0.010063163
North Reef,Sheltered,9/25/11,2011,15:00,shallow,2,Pomacentridae,Omnivore,pom.brac,7,1,0.028,3.024,10.06316293,0.010063163
North Reef,Sheltered,9/25/11,2011,15:00,shallow,3,Pomacentridae,Omnivore,pom.brac,7,1,0.028,3.024,10.06316293,0.010063163
North Reef,Sheltered,9/25/11,2011,15:00,shallow,3,Pomacentridae,Omnivore,pom.brac,7,1,0.028,3.024,10.06316293,0.010063163
North Reef,Sheltered,9/25/11,2011,15:00,shallow,1,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
North Reef,Sheltered,9/25/11,2011,15:00,shallow,1,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
North Reef,Sheltered,9/25/11,2011,15:00,shallow,2,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
North Reef,Sheltered,9/25/11,2011,15:00,shallow,2,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
North Reef,Sheltered,9/25/11,2011,15:00,shallow,2,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
North Reef,Sheltered,9/25/11,2011,15:00,shallow,2,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
North Reef,Sheltered,9/25/11,2011,15:00,shallow,2,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
North Reef,Sheltered,9/25/11,2011,15:00,shallow,2,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
North Reef,Sheltered,9/25/11,2011,15:00,shallow,2,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
North Reef,Sheltered,9/25/11,2011,15:00,shallow,2,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
North Reef,Sheltered,9/25/11,2011,15:00,shallow,2,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
North Reef,Sheltered,9/25/11,2011,15:00,shallow,2,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
North Reef,Sheltered,9/25/11,2011,15:00,shallow,3,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
North Reef,Sheltered,9/25/11,2011,15:00,shallow,3,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
North Reef,Sheltered,9/25/11,2011,15:00,shallow,3,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
North Reef,Sheltered,9/25/11,2011,15:00,shallow,3,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
North Reef,Sheltered,9/25/11,2011,15:00,shallow,3,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
North Reef,Sheltered,9/25/11,2011,15:00,shallow,3,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
North Reef,Sheltered,9/25/11,2011,15:00,shallow,3,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
North Reef,Sheltered,9/25/11,2011,15:00,shallow,3,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
North Reef,Sheltered,9/25/11,2011,15:00,shallow,1,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
North Reef,Sheltered,9/25/11,2011,15:00,shallow,1,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
North Reef,Sheltered,9/25/11,2011,15:00,shallow,1,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
North Reef,Sheltered,9/25/11,2011,15:00,shallow,1,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
North Reef,Sheltered,9/25/11,2011,15:00,shallow,2,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
North Reef,Sheltered,9/25/11,2011,15:00,shallow,2,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
North Reef,Sheltered,9/25/11,2011,15:00,shallow,2,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
North Reef,Sheltered,9/25/11,2011,15:00,shallow,2,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
North Reef,Sheltered,9/25/11,2011,15:00,shallow,2,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
North Reef,Sheltered,9/25/11,2011,15:00,shallow,3,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
North Reef,Sheltered,9/25/11,2011,15:00,shallow,3,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
North Reef,Sheltered,9/25/11,2011,15:00,shallow,3,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
North Reef,Sheltered,9/25/11,2011,15:00,shallow,3,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
North Reef,Sheltered,9/25/11,2011,15:00,shallow,3,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
North Reef,Sheltered,9/25/11,2011,15:00,shallow,3,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
North Reef,Sheltered,9/25/11,2011,15:00,shallow,3,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
North Reef,Sheltered,9/25/11,2011,15:00,shallow,1,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
North Reef,Sheltered,9/25/11,2011,15:00,shallow,1,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
North Reef,Sheltered,9/25/11,2011,15:00,shallow,1,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
North Reef,Sheltered,9/25/11,2011,15:00,shallow,1,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
North Reef,Sheltered,9/25/11,2011,15:00,shallow,1,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
North Reef,Sheltered,9/25/11,2011,15:00,shallow,1,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
North Reef,Sheltered,9/25/11,2011,15:00,shallow,1,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
North Reef,Sheltered,9/25/11,2011,15:00,shallow,2,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
North Reef,Sheltered,9/25/11,2011,15:00,shallow,2,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
North Reef,Sheltered,9/25/11,2011,15:00,shallow,2,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
North Reef,Sheltered,9/25/11,2011,15:00,shallow,2,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
North Reef,Sheltered,9/25/11,2011,15:00,shallow,2,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
North Reef,Sheltered,9/25/11,2011,15:00,shallow,2,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
North Reef,Sheltered,9/25/11,2011,15:00,shallow,2,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
North Reef,Sheltered,9/25/11,2011,15:00,shallow,3,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
North Reef,Sheltered,9/25/11,2011,15:00,shallow,3,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
North Reef,Sheltered,9/25/11,2011,15:00,shallow,3,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
North Reef,Sheltered,9/25/11,2011,15:00,shallow,3,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
North Reef,Sheltered,9/25/11,2011,15:00,shallow,3,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
North Reef,Sheltered,9/25/11,2011,15:00,shallow,3,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
North Reef,Sheltered,9/25/11,2011,15:00,shallow,3,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
North Reef,Sheltered,9/25/11,2011,15:00,shallow,3,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
North Reef,Sheltered,9/25/11,2011,15:00,shallow,3,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
North Reef,Sheltered,9/25/11,2011,15:00,shallow,3,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
North Reef,Sheltered,9/25/11,2011,15:00,shallow,3,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
North Reef,Sheltered,9/25/11,2011,15:00,shallow,3,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
North Reef,Sheltered,9/25/11,2011,15:00,shallow,3,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
North Reef,Sheltered,1/7/15,2015,10:28,shallow,1,Pomacentridae,Omnivore,pom.brac,5,2,0.028,3.024,3.637837743,0.007275675
North Reef,Sheltered,1/7/15,2015,10:28,shallow,1,Pomacentridae,Omnivore,pom.brac,6,36,0.028,3.024,6.31375045,0.227295016
North Reef,Sheltered,1/7/15,2015,10:45,shallow,2,Pomacentridae,Omnivore,pom.brac,6,20,0.028,3.024,6.31375045,0.126275009
North Reef,Sheltered,1/7/15,2015,11:28,shallow,3,Pomacentridae,Omnivore,pom.brac,6,2,0.028,3.024,6.31375045,0.012627501
Pidgin Point,Exposed,9/26/11,2011,14:06,deep,2,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
Pidgin Point,Exposed,9/26/11,2011,14:06,deep,1,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Pidgin Point,Exposed,9/26/11,2011,14:06,deep,1,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Pidgin Point,Exposed,9/26/11,2011,14:06,deep,1,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Pidgin Point,Exposed,9/26/11,2011,14:06,deep,1,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Pidgin Point,Exposed,9/26/11,2011,14:06,deep,1,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Pidgin Point,Exposed,9/26/11,2011,14:06,deep,2,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Pidgin Point,Exposed,9/26/11,2011,14:06,deep,2,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Pidgin Point,Exposed,9/26/11,2011,14:06,deep,1,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
Pidgin Point,Exposed,9/26/11,2011,14:06,deep,1,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
Pidgin Point,Exposed,9/26/11,2011,14:06,deep,1,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
Pidgin Point,Exposed,9/26/11,2011,14:06,deep,1,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
Pidgin Point,Exposed,1/11/15,2015,12:28,deep,1,Pomacentridae,Omnivore,pom.brac,5,7,0.028,3.024,3.637837743,0.025464864
Pidgin Point,Exposed,1/11/15,2015,12:28,deep,1,Pomacentridae,Omnivore,pom.brac,6,9,0.028,3.024,6.31375045,0.056823754
Pidgin Point,Exposed,1/11/15,2015,12:40,deep,2,Pomacentridae,Omnivore,pom.brac,6,23,0.028,3.024,6.31375045,0.14521626
Pidgin Point,Exposed,1/11/15,2015,13:11,deep,3,Pomacentridae,Omnivore,pom.brac,6,5,0.028,3.024,6.31375045,0.031568752
Pidgin Point,Exposed,9/27/11,2011,1542,shallow,1,Pomacentridae,Omnivore,pom.brac,6,1,0.028,3.024,6.31375045,0.00631375
Pidgin Point,Exposed,1/11/15,2015,14:28,shallow,1,Pomacentridae,Omnivore,pom.brac,6,20,0.028,3.024,6.31375045,0.126275009
Pidgin Point,Exposed,1/11/15,2015,14:39,shallow,2,Pomacentridae,Omnivore,pom.brac,6,4,0.028,3.024,6.31375045,0.025255002
Pidgin Point,Exposed,1/11/15,2015,15:15,shallow,3,Pomacentridae,Omnivore,pom.brac,6,1,0.028,3.024,6.31375045,0.00631375
Resort,Sheltered,9/24/11,2011,14:11,deep,1,Pomacentridae,Omnivore,pom.brac,7,1,0.028,3.024,10.06316293,0.010063163
Resort,Sheltered,9/24/11,2011,14:11,deep,1,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
Resort,Sheltered,9/24/11,2011,14:11,deep,1,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
Resort,Sheltered,9/24/11,2011,14:11,deep,1,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
Resort,Sheltered,9/24/11,2011,14:11,deep,1,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
Resort,Sheltered,9/24/11,2011,14:11,deep,1,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
Resort,Sheltered,9/24/11,2011,14:11,deep,1,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Resort,Sheltered,9/24/11,2011,14:11,deep,1,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Resort,Sheltered,9/24/11,2011,14:11,deep,1,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Resort,Sheltered,9/24/11,2011,14:11,deep,1,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Resort,Sheltered,9/24/11,2011,14:11,deep,1,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Resort,Sheltered,9/24/11,2011,14:11,deep,1,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Resort,Sheltered,9/24/11,2011,14:11,deep,1,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Resort,Sheltered,9/24/11,2011,14:11,deep,1,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Resort,Sheltered,9/24/11,2011,14:11,deep,3,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Resort,Sheltered,9/24/11,2011,14:11,deep,3,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Resort,Sheltered,9/24/11,2011,14:11,deep,3,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Resort,Sheltered,1/8/15,2015,7:53,deep,1,Pomacentridae,Omnivore,pom.brac,5,1,0.028,3.024,3.637837743,0.003637838
Resort,Sheltered,1/8/15,2015,7:53,deep,1,Pomacentridae,Omnivore,pom.brac,6,3,0.028,3.024,6.31375045,0.018941251
Resort,Sheltered,1/8/15,2015,8:07,deep,2,Pomacentridae,Omnivore,pom.brac,6,2,0.028,3.024,6.31375045,0.012627501
Resort,Sheltered,1/8/15,2015,8:07,deep,2,Pomacentridae,Omnivore,pom.brac,7,1,0.028,3.024,10.06316293,0.010063163
Resort,Sheltered,1/8/15,2015,8:48,deep,3,Pomacentridae,Omnivore,pom.brac,5,2,0.028,3.024,3.637837743,0.007275675
Resort,Sheltered,1/8/15,2015,8:48,deep,3,Pomacentridae,Omnivore,pom.brac,6,3,0.028,3.024,6.31375045,0.018941251
Resort,Sheltered,9/24/11,2011,1552,shallow,2,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
Resort,Sheltered,9/24/11,2011,1552,shallow,2,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
Resort,Sheltered,9/24/11,2011,1552,shallow,2,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,5,1,0.028,3.024,3.637837743,0.003637838
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,5,1,0.028,3.024,3.637837743,0.003637838
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,5,1,0.028,3.024,3.637837743,0.003637838
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,5,1,0.028,3.024,3.637837743,0.003637838
Steve's Gully,Oblique,9/28/11,2011,1415,deep,3,Pomacentridae,Omnivore,pom.brac,5,1,0.028,3.024,3.637837743,0.003637838
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,6,1,0.028,3.024,6.31375045,0.00631375
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,6,1,0.028,3.024,6.31375045,0.00631375
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,6,1,0.028,3.024,6.31375045,0.00631375
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,6,1,0.028,3.024,6.31375045,0.00631375
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,6,1,0.028,3.024,6.31375045,0.00631375
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,6,1,0.028,3.024,6.31375045,0.00631375
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,6,1,0.028,3.024,6.31375045,0.00631375
Steve's Gully,Oblique,9/28/11,2011,1346,deep,2,Pomacentridae,Omnivore,pom.brac,6,1,0.028,3.024,6.31375045,0.00631375
Steve's Gully,Oblique,9/28/11,2011,1415,deep,3,Pomacentridae,Omnivore,pom.brac,6,1,0.028,3.024,6.31375045,0.00631375
Steve's Gully,Oblique,9/28/11,2011,1415,deep,3,Pomacentridae,Omnivore,pom.brac,6,1,0.028,3.024,6.31375045,0.00631375
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,7,1,0.028,3.024,10.06316293,0.010063163
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,7,1,0.028,3.024,10.06316293,0.010063163
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,7,1,0.028,3.024,10.06316293,0.010063163
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,7,1,0.028,3.024,10.06316293,0.010063163
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,7,1,0.028,3.024,10.06316293,0.010063163
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,7,1,0.028,3.024,10.06316293,0.010063163
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,7,1,0.028,3.024,10.06316293,0.010063163
Steve's Gully,Oblique,9/28/11,2011,1346,deep,2,Pomacentridae,Omnivore,pom.brac,7,1,0.028,3.024,10.06316293,0.010063163
Steve's Gully,Oblique,9/28/11,2011,1415,deep,3,Pomacentridae,Omnivore,pom.brac,7,1,0.028,3.024,10.06316293,0.010063163
Steve's Gully,Oblique,9/28/11,2011,1415,deep,3,Pomacentridae,Omnivore,pom.brac,7,1,0.028,3.024,10.06316293,0.010063163
Steve's Gully,Oblique,9/28/11,2011,1415,deep,3,Pomacentridae,Omnivore,pom.brac,7,1,0.028,3.024,10.06316293,0.010063163
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
Steve's Gully,Oblique,9/28/11,2011,1346,deep,2,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
Steve's Gully,Oblique,9/28/11,2011,1415,deep,3,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
Steve's Gully,Oblique,9/28/11,2011,1415,deep,3,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
Steve's Gully,Oblique,9/28/11,2011,1415,deep,3,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
Steve's Gully,Oblique,9/28/11,2011,1415,deep,3,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
Steve's Gully,Oblique,9/28/11,2011,1415,deep,3,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
Steve's Gully,Oblique,9/28/11,2011,1415,deep,3,Pomacentridae,Omnivore,pom.brac,8,1,0.028,3.024,15.06961482,0.015069615
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Steve's Gully,Oblique,9/28/11,2011,1346,deep,2,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Steve's Gully,Oblique,9/28/11,2011,1346,deep,2,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Steve's Gully,Oblique,9/28/11,2011,1346,deep,2,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Steve's Gully,Oblique,9/28/11,2011,1346,deep,2,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Steve's Gully,Oblique,9/28/11,2011,1415,deep,3,Pomacentridae,Omnivore,pom.brac,9,1,0.028,3.024,21.51728043,0.02151728
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
Steve's Gully,Oblique,9/28/11,2011,1327,deep,1,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
Steve's Gully,Oblique,9/28/11,2011,1346,deep,2,Pomacentridae,Omnivore,pom.brac,10,1,0.028,3.024,29.59089026,0.02959089
